event_id	이름	지역	기관	기업	튜터	인원 수	대상	목적	장소	교육 방식	교육 형태	시간	횟수	주차	내용
322.0	찾아가는 정보화교육	서울특별시 성동구	성동구청	없음	전문 강사	10명 이상 (최소 인원 기준)	성동구 거주 55세 이상 어르신과 장애인	정보화 격차 해소 및 생활 불편 해소	경로당, 노인복지센터, 복지관 등	오프라인	그룹	(시간 미제공)	(횟수 미제공)	(기간 미제공)	무인단말기(키오스크) 사용법, 스마트폰 등 기기 활용법, 쇼핑, 음식 주문 등 일상생활에 유용한 애플리케이션 활용법
323.0	정보화교육	경상북도 고령군 개진면	개진면 노인회	한국생산성본부	이철행	(기사에서 명시되지 않음)	지역 어르신	스마트폰 및 컴퓨터 활용 능력 향상, 정보화 격차 해소, 손자손녀와의 소통 증진	개진면 노인회관	오프라인	1대1	(기사에서 명시되지 않음)	4회	4주	스마트폰 기초 기능(문자 보내기, 와이파이 설정, 인터넷 활용, 사진 촬영 및 편집), 컴퓨터 사용 기초, 인터넷 정보 검색
324.0	노노(老老) 케어(CARE) 사업	전라남도 나주시	나주시청, 중부노인복지관	한전KPS, TMD교육그룹	시니어 강사	불명	어르신	디지털 격차 해소, 어르신 일자리 창출	나주시 중부노인복지관 내 체험존	오프라인	그룹	불명	불명	불명	키오스크 사용 방법, 스마트폰 활용법 등
325.0															
326.0	디지털 리터러시 스마트폰 활용교육	경기도 양평군	지평도서관	없음	명시되지 않음	명시되지 않음	중장년, 시니어	디지털 격차 해소	지평도서관 3층 시청각실	오프라인	그룹	명시되지 않음	5회	5주	앱 다운로드 및 설치, 대중교통 앱 사용, 화면 캡처, 구글 번역기/파파고 앱 사용, 도서관 앱(리브로피아) 사용, 키오스크 사용법, Zoom 앱 사용 등
327.0	어르신 스마트폰 교육	부산광역시 사하구	(사)대한노인회 부산광역시 사하구지회		김예빈 기자는 강사가 아님	53개 경로당별 상이	어르신	디지털 문화 접근성 향상, 정보 격차 해소, 비대면 여가활동 기회 제공	53개 경로당	오프라인	그룹	불명	4~5회	8주(10~11월)	와이파이 접속법, 메시지 삭제/복사/공유, SNS 채팅 등 스마트폰 기초 활용법
328.0	디지털 활용 교육봉사	인천광역시 계양구	경인여자대학교 간호학과 ‘Nursing & AI’ 동아리		강나경 교수, 최은주 교수, 이승현 학생, 윤정선 학생 외 동아리 학생들	불명	어르신	스마트폰 활용 능력 향상	계산 노인문화센터	오프라인	그룹	불명	불명	3주	스마트폰 사진/영상 편집, 길 찾기, QR코드 사용법, 구글 번역, Chat GPT 사용법
329.0															
330.0	찾아가는 정보화 교육	경기도 광주시 (읍면동 정보 미제공)	광주시		시민 정보화 교육 전문 강사	4명 이상	거동이 불편하여 교육장 방문이 어려운 노인, 장애인 등 정보 소외계층	디지털 사각지대 해소 및 지역 정보격차 해소	신청 기관, 단체, 모임 등의 희망 장소 (경로당, 재가복지센터, 장애인 단기 보호센터 등)	오프라인	그룹	(시간 정보 미제공)	(횟수 정보 미제공)	(기간 정보 미제공)	스마트폰 활용법, 키오스크 사용법 등 일상생활에 필요한 디지털 교육
331.0	시니어 키오스크 이용교육	대전광역시 서구 둔산동	한밭도서관	KT	(기사에 명시되지 않음)	(기사에 명시되지 않음)	고령층 (IT 취약계층)	키오스크 이용 어려움 해소	한밭도서관	오프라인	그룹	2시간	2회	4주	키오스크 이용 실습
332.0															
333.0	노인 키오스크 체험 교육	경기도 평택시 고덕동	고덕동 지역사회보장협의체	평택시 자활센터 사업단('미태리 파스타' 평택고덕로데오점)	언급되지 않음	언급되지 않음	고령층 주민	코로나 이후 디지털 전환으로 인한 고령층의 소외감 해소 및 키오스크 주문 절차 숙지, 행복한 노후생활 지원	미태리 파스타 평택고덕로데오점	오프라인	그룹	언급되지 않음	5회	5주	키오스크 화면 주문 절차
334.0	어르신 맞춤형 정보통신기술 교육	전라남도 진도군	진도군	한국사회보장정보원, 전남 디지털배움터	기사에 명시되지 않음	41명	'인공지능·사물인터넷(AI·IoT) 기반 어르신 건강관리 사업' 참여자 중 65세 이상 어르신 및 만성질환 어르신	스마트 기기 사용 능력 및 디지털 역량 향상, 건강한 노후 생활 지원	기사에 명시되지 않음	오프라인	그룹	기사에 명시되지 않음	기사에 명시되지 않음	기사에 명시되지 않음	오늘건강 앱 및 스마트 건강기기 사용법(블루투스 연동 등), 스마트폰 기본 활용법, 키오스크 사용법
335.0	어르신 대상 디지털 격차해소 교육	대전광역시 동구, 중구	대전사회혁신센터, 충남대학교 사회공헌팀, 대전정보문화산업진흥원		대학생 및 임직원 봉사자 40여 명	30여 명	동구, 중구 거주 어르신	어르신의 디지털 격차 해소 및 사회 참여 확대	청춘다락	오프라인	1대1	(정보 없음)	(정보 없음)	(정보 없음)	스마트폰 및 키오스크 사용법
336.0	키오스크 및 디지털 기기 사용법 교육	인천광역시 남동구	인천시설공단	없음	디지털On 도우미	939명	60세 이상 노인	디지털 격차 해소, 디지털 기기 사용능력 향상	인천노인종합문화회관 2층 ‘디지털 On’	오프라인	그룹	정보 미제공	정보 미제공	3개월 (2023년 3월까지)	키오스크, 민원발급기, 병원 순번표 발급기, ATM, 정산기 등 일상생활에 필요한 디지털 기기 사용법
337.0	스마트한 시니어를 위한 찾아가는 디지털 경제교육	인천광역시 남동구	인천시설공단			20명 (각 교육별)	인천노인종합문화회관 어르신	스마트폰 활용 능력 향상 및 디지털 경제 환경 적응 지원	인천노인종합문화회관 본관 1층 교육실	오프라인	그룹				스마트폰 활용 금융거래 및 간편결제 사용법, 키오스크 체험·실습, 보이스 피싱 예방 교육
338.0															
339.0															
340.0	구민정보화교육	서울특별시 중랑구	중랑구청			불명	30세 이상 중랑구민, 중랑구 소재 사업장 근무 직장인 및 사업자	디지털 정보격차 해소, 디지털 기기 이용 방법 교육, 보이스피싱 예방	신내2동 구민정보화교육장 등	오프라인	주로 그룹, 1대1 상담 병행	불명	불명	불명	컴퓨터, 스마트폰, 인터넷 기초, 한글NEO, 엑셀2016, 웹포토샵, 챗GPT, 1인 미디어 방송 체험, 드론 등
341.0	WOORI 어르신 IT 행복 배움교실	서울특별시, 시, 구, (유락종합사회복지관 등 서울 시내 6개 종합사회복지관)	우리금융미래재단	우리금융그룹	(정보 없음)	850여 명	시니어 세대	시니어 세대의 디지털 소외 문제 해결 및 디지털 금융 접근성 향상	서울 시내 6개 종합사회복지관	오프라인	그룹	(정보 없음)	(정보 없음)	24주 (6개월)	기초적인 IT 기기 사용법, 모바일뱅킹 활용, 디지털 금융 이해, 금융사기 예방법, 구글 어시스턴트 활용, 인공지능(Chat-GPT) 활용법 등
342.0	디지털 배움터	서울특별시 구로구	과학기술정보통신부, 서울시		디지털 서포터스 장정희 씨 (등)	7명	60대 이상 고령층	스마트폰 및 키오스크 활용법 교육	서울 구로구 스마트구로홍보관	오프라인	그룹	(문맥상 2시간 이상 추정)	(문맥상 1회 추정)	(문맥상 1주 추정)	키오스크 주문, 휴대전화 앱 설치 및 활용, 패스트푸드 주문, 주민등록등본 발급 등
342.0	디지털 배움터	서울특별시	과학기술정보통신부			7만 4천명	60세 이상 고령층	스마트폰, 키오스크 등 디지털 기기 활용법 교육	복지관, 주민센터, 온라인	온/오프라인	그룹(온라인은 1:다수 추정)	(불명)	(불명)	(불명)	스마트폰, 키오스크 활용
342.0	어디나 지원단	서울특별시	서울디지털재단		상희원 씨 (등) 350명	1만 970명	중장년층 및 고령자	디지털 기기 사용법 교육	(불명)	오프라인 추정	1:다수	(불명)	(불명)	(불명)	디지털 기기 사용법
343.0															
344.0	실버 미디어서비스 지원단	강원도 춘천시	강원시청자미디어센터, 춘천지혜의숲	없음	10명의 지역 노인 (강흥준 등)	10명(강사) + 300명 이상(수혜자)	디지털 기기 사용에 어려움을 겪는 어르신	디지털 격차 해소, 노년층의 스마트폰 활용능력 향상	춘천 지하상가 가-33호 미디어 서비스 지원단 부스	오프라인	1:다(그룹)	3시간	1회/주	3개월	스마트폰 및 미디어 기기 활용 (글자 크기 설정, 교통수단 티켓 예매, 송금, 물건 구매 방법, 당근마켓 사용법 등)
345.0	사각사각 페이스쿨 시니어클래스 하반기 강사양성과정	서울특별시, 경기도 성남시 분당구 등 13개 센터	카카오임팩트, 시니어금융교육협의회	카카오페이	권명희 등 (1기 페이티처 4명 + 2기 페이티처 52명)	52명	디지털 금융 교육 강사를 희망하는 시니어	시니어의 일자리 창출 및 시니어의 디지털 금융 접근성 제고, 고령층의 금융 문해력 향상	서울50플러스센터, 분당노인종합복지관 등 13개 센터	오프라인	그룹	8주 과정	주당 횟수 미상	8주	디지털 금융 기초 이론, 실습, 금융사기 예방 교육, 강의 시연 등
346.0	키오스크 활용 교육	강원도 춘천시	춘천북부노인복지관	없음	(강사 정보 없음)	(인원 정보 없음)	어르신	키오스크 활용 능력 향상	춘천북부노인복지관 및 카페, KTX 매표소	오프라인	그룹	(시간 정보 없음)	8회	6주 (추정)	카페 음료 및 디저트 주문 방법, KTX 현장 발급 연습, 현장 실습
347.0	스마트폰 활용 건강관리 교육	강원도 춘천시	춘천북부노인복지관	KT	KT IT 서포터즈	(명시되지 않음)	만 60세 이상 복지관 회원	노년층의 의료서비스 접근성 향상	춘천북부노인복지관 (구체적 장소 명시되지 않음)	오프라인	그룹 교육	(명시되지 않음)	2회/2주	2주	스마트폰 앱을 통한 병원 예약, 근처 약국 찾기, 자가건강확인 등
348.0	스마트폰 활용 교육	충청남도 홍성군	충남60+교육센터	없음	임수연 주임 외	(미상)	만 60세 이상 홍성군민	스마트폰 활용 능력 향상 및 세대 간 정보 격차 해소, 사회 참여 활성화	청운대학교 창업보육센터 내 강의실	오프라인	그룹	2시간	(미상)	3	△스마트폰 앱 활용 △저장공간 관리 △QR코드 활용 △카드뉴스 제작 △인사카드 만들기 △스마트폰 영상 만들기
349.0															
350.0	정보화 농업인 경영 마케팅 교육	경상북도 고령군	고령군			40명	정보화 농업인 연합회 회원 및 희망자	농업인의 정보화 능력 향상, 농가 경영 개선 및 소득 증대		오프라인	그룹		1회/주	22주	스마트 스토어 개설, SNS 활용 농산물 홍보, 농업 회계, 컴퓨터 기초 교육 등
351.0															
352.0	어르신 대상 키오스크 체험 교육	광주광역시 남구 방림2동	남구청	알 수 없음	알 수 없음	알 수 없음	어르신	키오스크 활용 교육	방림2동 쌈지경로당	오프라인	그룹	알 수 없음	알 수 없음	알 수 없음	키오스크 활용 방법
353.0	키오스크 교육 및 체험	부산광역시 수영구 민락동	지역사회보장협의체	없음	명시되지 않음	12명	디지털 취약계층 어르신	어르신들의 디지털 기기 능력 향상 (키오스크 활용)	행정복지센터, 관내 식당 등	오프라인	그룹	명시되지 않음	명시되지 않음	명시되지 않음	키오스크에 대한 설명 및 기본 조작법, 결제 수단 교육, 현장 체험
354.0	어르신 디지털 교육 「TMI라이프」	부산광역시 수영구 민락동	민락동 행정복지센터, 민락동 지역사회보장협의체, 홀트수영종합사회복지관	해당 정보 없음	대학생 자원봉사자	해당 정보 없음	어르신	어르신들의 미디어 정보 격차 해소 및 생활 속 편리함 증진	해당 정보 없음 (민락동 내)	오프라인	그룹	해당 정보 없음	해당 정보 없음	해당 정보 없음	맞춤형 스마트 사용 교육 및 키오스크 체험
355.0	알기쉬운 내 손안의 작은 컴퓨터	전라북도 익산시	익산 영등도서관	없음	명시되지 않음	명시되지 않음	60세 이상 시민	스마트폰 활용 능력 향상 및 디지털 격차 해소	익산 영등도서관	오프라인	그룹	명시되지 않음	3회	1주	스마트폰 기본 기능, 다양한 앱 사용법, 길 찾기, 교통 예매 등 실생활 활용법
356.0															
357.0	어르신 키오스크 사용법 교육	서울특별시 양천구	양천구	서울디지털재단	시니어 교육 전문가	40명	관내 어르신	키오스크 사용법 숙달	목동실버복지문화센터	오프라인	그룹	4시간 (추정)	2회/2주	2주	키오스크(음식 주문, 티켓 발매, 요금 정산 등) 사용법
